Country,Managed_By,Fulfill_Via,Shipment_Mode,Product_Group,Sub_Classification,Brand,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD
Haiti,PMO - US,From RDC,Air,ARV,Pediatric,Generic,60,888,1687.2,1.9,0.03,Yes,119,1896.49,2.09
Haiti,PMO - US,From RDC,Air,ARV,Adult,Generic,30,15890,192427.9,12.11,0.4,Yes,1807,30844.1,238.03
Zimbabwe,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,4800,15984.0,3.33,0.11,Yes,3082,9405.8,19.77
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,30,5009,69925.64,13.96,0.47,Yes,467,6637.16,86.5
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,30,5277,63904.47,12.11,0.4,Yes,1366,8507.01,79.05
Zimbabwe,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,2599,11955.4,4.6,0.08,Yes,120,1800.0,14.79
Guyana,PMO - US,From RDC,Air,ARV,Pediatric,Generic,240,238,440.3,1.85,0.01,Yes,76,2180.0,0.54
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,5701,23659.15,4.15,0.07,Yes,335,2527.41,33.17
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,2890,5751.1,1.99,0.03,Yes,168,4120.69,7.11
Haiti,PMO - US,From RDC,Air,ARV,Adult,Generic,30,22000,266420.0,12.11,0.4,Yes,2435,25984.75,329.56
Burundi,PMO - US,From RDC,Air,ARV,Pediatric,Generic,240,574,1205.4,2.1,0.01,Yes,422,5384.96,1.49
Tanzania,PMO - US,From RDC,Truck,ARV,Adult,Generic,120,12837,317844.12,24.76,0.21,Yes,4613,3592.8,393.17
Tanzania,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,24042,145934.94,6.07,0.2,Yes,2006,3300.95,204.6
Uganda,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,15795,135521.1,8.58,0.14,Yes,2234,6582.95,167.64
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,30,52127,548376.04,10.52,0.35,Yes,6874,16177.09,678.34
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,30,17310,182101.2,10.52,0.35,Yes,2291,10542.15,225.26
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,30,30685,144219.5,4.7,0.16,Yes,5426,6506.75,178.4
Zimbabwe,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,90986,427634.2,4.7,0.16,Yes,22001,21173.75,528.98
Mozambique,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,240,18597,39053.7,2.1,0.01,Yes,7141,5496.08,48.31
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,3820,55657.4,14.57,0.49,Yes,3917,14547.55,68.85
Rwanda,PMO - US,From RDC,Air,ARV,Pediatric,Generic,240,1500,3150.0,2.1,0.01,Yes,575,4095.24,3.9
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,35000,245000.0,7.0,0.12,Yes,12877,20666.07,303.06
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,120000,1262400.0,10.52,0.35,Yes,17470,20666.07,1561.59
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,36390,121178.7,3.33,0.11,Yes,17455,20666.07,149.9
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,62168,435176.0,7.0,0.12,Yes,22497,11941.65,610.12
Tanzania,PMO - US,From RDC,Air,ARV,Adult,Generic,30,30598,396550.08,12.96,0.43,Yes,3637,22904.02,490.53
Tanzania,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,10347,134097.12,12.96,0.22,Yes,1064,4203.0,165.88
Uganda,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,36273,381591.96,10.52,0.35,Yes,4846,13743.46,472.03
Uganda,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,15117,124866.42,8.26,0.14,Yes,8057,10734.13,154.46
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Adult,Generic,120,20000,420000.0,21.0,0.18,Yes,5633,17548.42,519.54
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,1102,14281.92,12.96,0.22,Yes,645,5213.01,17.67
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,30,36007,119903.31,3.33,0.11,Yes,19158,106022.37,148.32
"Congo, DRC",PMO - US,From RDC,Air,ARV,Adult,Generic,60,864,6048.0,7.0,0.12,Yes,758,20499.33,7.48
Tanzania,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,2788,31950.48,11.46,0.19,Yes,285,1883.0,39.52
Uganda,PMO - US,From RDC,Air,ARV,Pediatric,Generic,60,638,1212.2,1.9,0.03,Yes,45,747.76,1.5
Tanzania,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,240,2191,4272.45,1.95,0.01,Yes,823,3524.0,5.99
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,9357,31158.81,3.33,0.11,Yes,12264,5902.4,38.54
Guyana,PMO - US,From RDC,Air,ARV,Pediatric,Generic,90,98,911.4,9.3,0.1,Yes,7,4317.96,1.13
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,3035,22064.45,7.27,0.12,Yes,1722,5950.17,27.29
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,67271,470897.0,7.0,0.12,Yes,6041,10651.44,660.2
Dominican Republic,PMO - US,From RDC,Air,ARV,Adult,Generic,30,48,225.6,4.7,0.16,Yes,29,594.4,0.28
Dominican Republic,PMO - US,From RDC,Air,ARV,Adult,Generic,30,4072,13559.76,3.33,0.11,Yes,7791,90360.12,16.77
Nigeria,PMO - US,From RDC,Air Charter,ARV,Pediatric,Generic,30,6000,24000.0,4.0,0.13,Yes,290,20225.07,29.69
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,70000,780500.0,11.15,0.37,Yes,21510,20225.07,965.48
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,12000,102960.0,8.58,0.14,Yes,1749,20225.07,127.36
Uganda,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,4637,18037.93,3.89,0.06,Yes,426,1761.5,18.54
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,269030,3309069.0,12.3,0.41,Yes,30923,34019.61,4093.32
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,130437,1454372.55,11.15,0.37,Yes,18633,26340.0,1799.06
Côte d'Ivoire,PMO - US,From RDC,Air,ARV,Adult,Generic,30,3859,15590.36,4.04,0.13,Yes,242,3128.55,19.29
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,4200,16338.0,3.89,0.06,Yes,180,1965.57,20.21
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,59674,512002.92,8.58,0.14,Yes,6959,7150.25,633.35
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,4837,65396.24,13.52,0.45,Yes,1102,8406.81,80.9
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Aluvia,120,40435,817595.7,20.22,0.17,Yes,9966,49199.75,1011.37
Rwanda,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,83000,925450.0,11.15,0.37,Yes,10998,75824.42,1144.78
Rwanda,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,8600,57878.0,6.73,0.11,Yes,770,9828.73,71.6
Tanzania,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,40000,234800.0,5.87,0.2,Yes,7393,7083.18,290.45
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,145400,1247532.0,8.58,0.14,Yes,10673,15392.43,1543.2
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,2085,8340.0,4.0,0.07,Yes,699,8127.62,10.32
Côte d'Ivoire,PMO - US,From RDC,Air,ARV,Adult,Generic,30,4641,18749.64,4.04,0.13,Yes,285,1335.15,23.19
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,41076,339287.76,8.26,0.14,Yes,5170,8406.81,348.79
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,25511,303325.79,11.89,0.4,Yes,3041,3526.69,375.21
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,137189,1529657.35,11.15,0.37,Yes,28696,22890.82,1572.49
Haiti,PMO - US,From RDC,Air,ARV,Pediatric,Generic,240,4000,5720.0,1.43,0.01,Yes,2769,29216.84,5.88
Tanzania,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,206508,2455380.12,11.89,0.4,Yes,22895,13649.14,3037.31
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,40409,439245.83,10.87,0.36,Yes,5977,29674.92,543.35
Guyana,PMO - US,From RDC,Air,ARV,Adult,Generic,60,1135,6333.3,5.58,0.09,Yes,282,5380.36,6.51
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,3386,38024.78,11.23,0.19,Yes,15942,4768.06,39.09
Guyana,PMO - US,From RDC,Air,ARV,Adult,Generic,60,62,341.0,5.5,0.09,Yes,4,660.44,0.35
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,18800,70500.0,3.75,0.06,Yes,802,4625.27,87.21
Haiti,PMO - US,From RDC,Air,ARV,Adult,Generic,60,4000,26400.0,6.6,0.11,Yes,305,3282.33,27.14
Haiti,PMO - US,From RDC,Air,ARV,Adult,Generic,60,20000,132000.0,6.6,0.11,Yes,1777,15330.56,135.7
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,20000,75000.0,3.75,0.06,Yes,1041,5156.93,77.1
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Adult,Aluvia,120,33171,626931.9,18.9,0.16,Yes,7355,28647.52,644.49
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,166295,771608.8,4.64,0.15,Yes,17177,29971.59,793.21
Burundi,PMO - US,From RDC,Air,ARV,Adult,Generic,30,2880,31046.4,10.78,0.36,Yes,546,4195.64,31.92
Burundi,PMO - US,From RDC,Air,ARV,Adult,Generic,60,790,5150.8,6.52,0.11,Yes,186,29.21,6.37
Rwanda,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,240,507,937.95,1.85,0.01,Yes,185,2342.16,1.16
Uganda,PMO - US,From RDC,Air,ARV,Adult,Aluvia,120,84,1587.6,18.9,0.16,Yes,9014,892.92,1.96
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,5232,13027.68,2.49,0.04,Yes,414,770.14,13.39
Uganda,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,100,45000,58500.0,1.3,0.01,Yes,9014,52211.42,60.14
Ethiopia,PMO - US,From RDC,Air,ARV,Pediatric,Generic,60,429,2415.27,5.63,0.09,Yes,39,792.12,2.48
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,240,156,327.6,2.1,0.01,Yes,100,396.32,0.34
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Aluvia,120,49000,926100.0,18.9,0.16,Yes,11107,5982.43,952.03
Rwanda,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,90,2900,23954.0,8.26,0.09,Yes,5621,10640.81,24.62
Guyana,PMO - US,From RDC,Air,ARV,Pediatric,Generic,240,129,210.27,1.63,0.01,Yes,253,3519.7,0.22
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,10868,122047.64,11.23,0.19,Yes,1026,1138.29,125.46
"Congo, DRC",PMO - US,From RDC,Air,ARV,Pediatric,Generic,100,1330,1729.0,1.3,0.01,Yes,416,5347.37,1.78
South Sudan,PMO - US,From RDC,Air,ARV,Pediatric,Generic,240,2125,3463.75,1.63,0.01,Yes,759,9664.79,3.56
Rwanda,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,715,2888.6,4.04,0.13,Yes,44,1171.2,2.97
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,29804,95670.84,3.21,0.11,Yes,1766,7481.81,134.13
Burundi,PMO - US,From RDC,Air,ARV,Adult,Generic,120,280,5518.8,19.71,0.16,Yes,75,1855.34,5.67
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,120,312,6149.52,19.71,0.16,Yes,80,87.87,6.32
Uganda,PMO - US,From RDC,Truck,ARV,Adult,Aluvia,120,12713,240275.7,18.9,0.16,Yes,2630,6926.9,247.0
Uganda,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,11553,43092.69,3.73,0.06,Yes,516,2042.9,44.3
"Congo, DRC",PMO - US,From RDC,Air,ARV,Adult,Generic,60,715,8029.45,11.23,0.19,Yes,116,891.0,8.25
Tanzania,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,18317,71253.13,3.89,0.06,Yes,581,6311.88,88.14
Tanzania,PMO - US,From RDC,Air,ARV,Pediatric,Generic,60,31153,116823.75,3.75,0.06,Yes,1739,10506.44,120.09
Zimbabwe,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,27847,109995.65,3.95,0.07,Yes,1153,1489.8,113.08
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,3244,43761.56,13.49,0.45,Yes,288,1922.75,44.99
Zimbabwe,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,10893,21677.07,1.99,0.03,Yes,735,6331.93,22.28
Uganda,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,350000,3416000.0,9.76,0.33,Yes,41041,40616.15,4020.63
Uganda,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,37500,120375.0,3.21,0.11,Yes,3961,3562.44,123.75
Uganda,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,14420,66764.6,4.63,0.15,Yes,1467,1319.21,68.63
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,14344,28544.56,1.99,0.03,Yes,1023,5942.68,29.34
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,2173,24685.28,11.36,0.19,Yes,4076,4834.6,25.38
Tanzania,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,20000,40000.0,2.0,0.03,Yes,1386,7061.2,41.12
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,117112,1143013.12,9.76,0.33,Yes,15735,37929.0,1175.02
Uganda,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,2361,24200.25,10.25,0.34,Yes,1255,4438.0,28.48
Uganda,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,10059,21928.62,2.18,0.04,Yes,632,2643.5,25.81
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,41416,132945.36,3.21,0.11,Yes,7521,8265.26,136.67
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,164867,1088122.2,6.6,0.11,Yes,14794,34099.18,1118.59
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,42500,328100.0,7.72,0.13,Yes,6229,12045.84,337.29
Zimbabwe,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,400000,3904000.0,9.76,0.33,Yes,45186,47401.47,4013.31
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,100000,652000.0,6.52,0.11,Yes,8855,33900.99,670.26
Uganda,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,6384,22982.4,3.6,0.06,Yes,382,1587.3,23.63
Zimbabwe,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,81589,783254.4,9.6,0.32,Yes,21668,23559.93,921.89
Zimbabwe,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,1087,14294.05,13.15,0.44,Yes,102,129.75,14.69
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,619999,5951990.4,9.6,0.32,Yes,90446,68874.85,7005.49
Burundi,PMO - US,From RDC,Air,ARV,Adult,Generic,30,8190,78624.0,9.6,0.32,Yes,1208,7564.47,92.54
Zimbabwe,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,15935,57366.0,3.6,0.06,Yes,13469,16679.87,67.52
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,56994,263312.28,4.62,0.15,Yes,5358,5894.11,309.92
Uganda,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,45671,297774.92,6.52,0.11,Yes,4055,4112.56,350.48
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,14996,46787.52,3.12,0.1,Yes,33428,49314.37,55.07
Senegal,PMO - US,From RDC,Air,ARV,Adult,Aluvia,120,100,1864.0,18.64,0.16,Yes,21,632.63,2.19
Burundi,PMO - US,From RDC,Air,ARV,Adult,Generic,120,240,4646.4,19.36,0.16,Yes,58,1289.48,5.47
Rwanda,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,11584,58962.56,5.09,0.08,Yes,1043,8819.61,60.61
Nigeria,PMO - US,From RDC,Air,ARV,Adult,Generic,30,55851,256356.09,4.59,0.15,Yes,6183,47281.56,301.73
Zimbabwe,PMO - US,From RDC,Truck,ARV,Pediatric,Generic,60,21000,41790.0,1.99,0.03,Yes,25880,46111.55,49.19
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,6750,31185.0,4.62,0.15,Yes,4426,14734.92,36.7
Cameroon,PMO - US,From RDC,Air,ARV,Adult,Generic,120,12000,232320.0,19.36,0.16,Yes,2912,32165.56,273.44
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,5500,13420.0,2.44,0.04,Yes,836,9341.49,26.3
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,16566,127723.86,7.71,0.13,Yes,921,4468.51,250.34
Haiti,PMO - US,From RDC,Air,ARV,Adult,Generic,60,10167,24807.48,2.44,0.04,Yes,487,6113.34,53.48
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,61059,352921.02,5.78,0.19,Yes,4305,9935.88,691.73
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,30,200,1156.0,5.78,0.19,Yes,22,709.02,2.27
Côte d'Ivoire,PMO - US,From RDC,Air,ARV,Pediatric,Generic,100,2352,11760.0,5.0,0.05,Yes,3189,1211.48,23.05
Côte d'Ivoire,PMO - US,From RDC,Air,ARV,Pediatric,Generic,60,1833,28411.5,15.5,0.26,Yes,378,1211.48,55.69
Côte d'Ivoire,PMO - US,From RDC,Air,ARV,Adult,Generic,60,2590,55477.8,21.42,0.36,Yes,257,1211.48,108.74
Haiti,PMO - US,From RDC,Air,ARV,Adult,Generic,60,108,180.36,1.67,0.03,Yes,1857,11091.78,0.39
Haiti,PMO - US,From RDC,Air,ARV,Adult,Generic,60,990,7454.7,7.53,0.13,Yes,109,10331.78,16.07
Zambia,PMO - US,From RDC,Air,ARV,Adult,Generic,60,16539,40355.16,2.44,0.04,Yes,796,4234.42,79.1
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,28000,317800.0,11.35,0.19,Yes,3239,11637.64,622.89
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,29683,86080.7,2.9,0.05,Yes,3254,8104.79,168.72
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,60,100,146.0,1.46,0.02,Yes,7,523.64,0.31
Vietnam,PMO - US,From RDC,Air,ARV,Adult,Generic,60,6384,55923.84,8.76,0.15,Yes,579,3119.75,120.57
Ethiopia,PMO - US,From RDC,Air,ARV,Adult,Generic,60,16019,140326.44,8.76,0.15,Yes,1454,5187.5,302.54
Côte d'Ivoire,PMO - US,From RDC,Air,ARV,Adult,Generic,30,8676,50147.28,5.78,0.19,Yes,4845,5254.1,98.29
Uganda,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,380,3328.8,8.76,0.15,Yes,67,1549.83,7.18
Côte d'Ivoire,PMO - US,From RDC,Air,ARV,Adult,Generic,60,4319,11790.87,2.73,0.05,Yes,409,1083.3,23.11
Zimbabwe,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,4000,13600.0,3.4,0.06,Yes,632,3302.14,26.66
Côte d'Ivoire,PMO - US,From RDC,Air,ARV,Pediatric,Generic,90,2066,20804.62,10.07,0.11,Yes,1560,3688.33,40.78
Haiti,PMO - US,From RDC,Air,ARV,Adult,Generic,60,11500,31395.0,2.73,0.05,Yes,1870,13122.39,67.69
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,30,5000,25650.0,5.13,0.17,Yes,456,5186.68,55.3
Côte d'Ivoire,PMO - US,From RDC,Air,ARV,Pediatric,Generic,90,769,7743.83,10.07,0.11,Yes,93,4519.96,15.18
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,40148,401480.0,10.0,0.33,Yes,3312,9736.1,865.59
Uganda,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,4200,36792.0,8.76,0.15,Yes,275,11991.12,79.32
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,60,90,675.0,7.5,0.12,Yes,4,521.52,1.46
Rwanda,PMO - US,From RDC,Air,ARV,Adult,Generic,60,25000,280500.0,11.22,0.19,Yes,2930,42573.95,604.76
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,210,997.5,4.75,0.16,Yes,19,9736.1,2.15
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,9924,74430.0,7.5,0.12,Yes,544,9736.1,160.47
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,1590,31672.8,19.92,0.66,Yes,174,9736.1,68.29
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,46001,122362.66,2.66,0.04,Yes,2526,9736.1,263.81
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,27440,240374.4,8.76,0.15,Yes,2475,4964.27,471.13
Zimbabwe,PMO - US,From RDC,Air,ARV,Adult,Generic,60,298,1743.3,5.85,0.1,Yes,31,3833.17,3.76
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,60,7800,47658.0,6.11,0.1,Yes,580,6637.05,102.75
Zimbabwe,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,5900,28025.0,4.75,0.16,Yes,509,3833.17,60.42
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,60,4782,53654.04,11.22,0.19,Yes,617,8676.9,115.68
Haiti,PMO - US,From RDC,Air,ARV,Pediatric,Generic,240,3168,6336.0,2.0,0.01,Yes,1765,18473.1,13.66
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,30,2797,32864.75,11.75,0.39,Yes,210,5841.92,70.86
Ethiopia,PMO - US,From RDC,Air,ARV,Adult,Generic,60,20000,46600.0,2.33,0.04,Yes,955,6154.8,100.47
Rwanda,PMO - US,From RDC,Air,ARV,Adult,Generic,60,5869,65850.18,11.22,0.19,Yes,758,8929.51,141.97
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,30,950,4370.0,4.6,0.15,Yes,76,1017.15,9.42
Mozambique,PMO - US,From RDC,Air,ARV,Adult,Generic,60,3000,7980.0,2.66,0.04,Yes,210,1894.2,15.64
Tanzania,PMO - US,From RDC,Air,ARV,Adult,Generic,60,23358,400356.12,17.14,0.29,Yes,2344,9309.52,863.17
Tanzania,PMO - US,From RDC,Air,ARV,Adult,Generic,60,38500,105105.0,2.73,0.05,Yes,2695,13457.25,226.61
Ethiopia,PMO - US,From RDC,Air,ARV,Adult,Generic,60,29315,167974.95,5.73,0.1,Yes,3931,13215.67,362.15
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,28868,323898.96,11.22,0.19,Yes,3570,6147.18,698.33
Haiti,PMO - US,From RDC,Air,ARV,Adult,Generic,60,2280,16438.8,7.21,0.12,Yes,123,2136.1,35.44
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,30000,352500.0,11.75,0.39,Yes,2700,6147.18,759.99
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,54125,607282.5,11.22,0.19,Yes,7050,6147.18,1309.3
Ethiopia,PMO - US,From RDC,Air,ARV,Adult,Generic,60,5000,36050.0,7.21,0.12,Yes,196,1229.52,77.72
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,13104,35773.92,2.73,0.05,Yes,1448,6147.18,77.13
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,34801,95006.73,2.73,0.05,Yes,3951,6147.18,204.83
Tanzania,PMO - US,From RDC,Air,ARV,Adult,Generic,30,15331,68222.95,4.45,0.15,Yes,4729,18390.42,147.09
Côte d'Ivoire,PMO - US,From RDC,Air,ARV,Pediatric,Generic,60,632,9796.0,15.5,0.26,Yes,134,8815.65,21.12
Côte d'Ivoire,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,7925,21080.5,2.66,0.04,Yes,18041,8953.2,45.45
Guyana,PMO - US,From RDC,Air,ARV,Adult,Generic,120,140,5425.0,38.75,0.32,Yes,34,2027.42,11.7
Uganda,PMO - US,From RDC,Air,ARV,Adult,Generic,30,27304,118499.36,4.34,0.14,Yes,13087,56372.66,255.48
Ethiopia,PMO - US,From RDC,Air,ARV,Adult,Generic,60,1660,11968.6,7.21,0.12,Yes,90,866.71,25.8
Haiti,PMO - US,From RDC,Air,ARV,Adult,Generic,60,36139,308988.45,8.55,0.14,Yes,7100,68243.0,666.18
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,50000,441000.0,8.82,0.29,Yes,4502,27457.0,950.8
Uganda,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,69202,776446.44,11.22,0.19,Yes,9299,54009.25,1674.02
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,23448,76909.44,3.28,0.05,Yes,1804,4815.8,165.82
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,6700,15611.0,2.33,0.04,Yes,426,43548.0,33.66
Ethiopia,PMO - US,From RDC,Air,ARV,Adult,Generic,30,6020,39551.4,6.57,0.22,Yes,542,3935.92,65.26
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,200000,2184000.0,10.92,0.36,Yes,43128,34543.36,4708.7
Zambia,PMO - US,From RDC,Truck,ARV,Adult,Generic,30,129998,1419578.16,10.92,0.36,Yes,11115,16482.05,3060.61
Côte d'Ivoire,PMO - US,From RDC,Air,ARV,Adult,Generic,30,57456,255679.2,4.45,0.15,Yes,4720,18611.92,551.24
Côte d'Ivoire,PMO - US,From RDC,Air,ARV,Pediatric,Generic,60,648,10044.0,15.5,0.26,Yes,138,17941.47,21.65
Tanzania,PMO - US,From RDC,Air,ARV,Adult,Generic,30,3493,14740.46,4.22,0.14,Yes,2996,9639.1,24.32
Mozambique,PMO - US,From RDC,Truck,ARV,Adult,Generic,60,4050,9436.5,2.33,0.04,Yes,195,3495.81,15.57
Côte d'Ivoire,PMO - US,From RDC,Air,ARV,Adult,Generic,30,11280,224697.6,19.92,0.66,Yes,1264,3380.35,370.75
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,60,2000,11120.0,5.56,0.09,Yes,209,12601.07,18.35
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,60756,640368.24,10.54,0.35,Yes,5481,12601.07,1056.61
Nigeria,PMO - US,From RDC,Air Charter,ARV,Adult,Generic,30,87744,370279.68,4.22,0.14,Yes,7194,12601.07,610.96
